,E,murho,muenrho,element,elnum
50,2.0,0.04522,0.02307,Pt,78
51,3.0,0.0416,0.02279,Pt,78
52,4.0,0.04124,0.02408,Pt,78
53,5.0,0.04196,0.02557,Pt,78
54,6.0,0.0431,0.02699,Pt,78
55,8.0,0.04584,0.02939,Pt,78
56,10.0,0.04872,0.03127,Pt,78
57,15.0,0.05537,0.03418,Pt,78
58,20.0,0.06064,0.03529,Pt,78
0,0.001,4652.0,4639.0,Au,79
1,0.0015,2089.0,2076.0,Au,79
2,0.002,1137.0,1125.0,Au,79
3,0.0022057,918.7,907.4,Au,79
4,0.0022057,997.1,983.6,Au,79
5,0.00224799,1386.0,1360.0,Au,79
6,0.0022911,2258.0,2208.0,Au,79
7,0.0022911,2389.0,2336.0,Au,79
8,0.00250689,2380.0,2325.0,Au,79
9,0.002743,2203.0,2154.0,Au,79
10,0.002743,2541.0,2484.0,Au,79
11,0.003,2049.0,2005.0,Au,79
12,0.0031478,1822.0,1783.0,Au,79
13,0.0031478,1933.0,1892.0,Au,79
14,0.00328343,1748.0,1710.0,Au,79
15,0.0034249,1585.0,1552.0,Au,79
16,0.0034249,1652.0,1618.0,Au,79
17,0.004,1144.0,1120.0,Au,79
18,0.005,666.1,651.2,Au,79
19,0.006,425.3,414.3,Au,79
20,0.008,207.2,199.9,Au,79
21,0.01,118.1,112.6,Au,79
22,0.0119187,75.82,71.29,Au,79
23,0.0119187,187.0,152.1,Au,79
24,0.012794,154.6,127.2,Au,79
25,0.0137336,128.3,106.6,Au,79
26,0.0137336,176.4,137.9,Au,79
27,0.0140398,176.6,131.7,Au,79
28,0.0143528,158.8,125.2,Au,79
29,0.0143528,183.0,143.2,Au,79
30,0.015,163.7,129.4,Au,79
31,0.02,78.83,65.22,Au,79
32,0.03,27.52,23.49,Au,79
33,0.04,12.98,11.09,Au,79
34,0.05,7.256,6.124,Au,79
35,0.06,4.528,3.751,Au,79
36,0.08,2.185,1.72,Au,79
37,0.0807249,2.137,1.678,Au,79
38,0.0807249,8.904,2.512,Au,79
39,0.1,5.158,2.074,Au,79
40,0.15,1.86,1.026,Au,79
41,0.2,0.9214,0.5563,Au,79
42,0.3,0.3744,0.2289,Au,79
43,0.4,0.218,0.1274,Au,79
44,0.5,0.153,0.08523,Au,79
45,0.6,0.1194,0.06409,Au,79
46,0.8,0.08603,0.04427,Au,79
47,1.0,0.06953,0.03525,Au,79
48,1.25,0.05794,0.02915,Au,79
49,1.5,0.05167,0.02593,Au,79
50,2.0,0.0457,0.02333,Au,79
51,3.0,0.04201,0.02302,Au,79
52,4.0,0.04166,0.02432,Au,79
53,5.0,0.04239,0.02582,Au,79
54,6.0,0.04355,0.02725,Au,79
55,8.0,0.04633,0.02968,Au,79
56,10.0,0.04926,0.03159,Au,79
57,15.0,0.05598,0.0345,Au,79
58,20.0,0.06136,0.03565,Au,79
0,0.001,4830.0,4817.0,Hg,80
1,0.0015,2174.0,2161.0,Hg,80
2,0.002,1184.0,1172.0,Hg,80
3,0.0022949,877.3,866.0,Hg,80
4,0.0022949,992.5,977.8,Hg,80
5,0.00233947,1407.0,1378.0,Hg,80
6,0.0023849,2151.0,2101.0,Hg,80
7,0.0023849,2316.0,2261.0,Hg,80
8,0.00260577,2257.0,2202.0,Hg,80
9,0.0028471,2080.0,2030.0,Hg,80
10,0.0028471,2400.0,2343.0,Hg,80
11,0.003,2117.0,2069.0,Hg,80
12,0.0032785,1704.0,1666.0,Hg,80
13,0.0032785,1808.0,1767.0,Hg,80
14,0.00341712,1638.0,1600.0,Hg,80
15,0.0035616,1486.0,1454.0,Hg,80
16,0.0035616,1549.0,1515.0,Hg,80
17,0.004,1179.0,1153.0,Hg,80
18,0.005,686.9,671.0,Hg,80
19,0.006,438.7,427.2,Hg,80
20,0.008,214.0,206.5,Hg,80
21,0.01,122.1,116.4,Hg,80
22,0.0122839,72.66,68.21,Hg,80
23,0.0122839,178.0,143.7,Hg,80
24,0.0132113,146.4,119.7,Hg,80
25,0.0142087,120.9,99.88,Hg,80
26,0.0142087,166.3,128.9,Hg,80
27,0.0145206,167.4,123.3,Hg,80
28,0.0148393,150.1,117.3,Hg,80
29,0.0148393,172.8,134.0,Hg,80
30,0.015,168.1,130.7,Hg,80
31,0.02,81.23,66.47,Hg,80
32,0.03,28.41,24.1,Hg,80
33,0.04,13.42,11.41,Hg,80
34,0.05,7.504,6.321,Hg,80
35,0.06,4.683,3.878,Hg,80
36,0.08,2.259,1.782,Hg,80
37,0.0831023,2.055,1.607,Hg,80
38,0.0831023,8.464,2.384,Hg,80
39,0.1,5.279,2.043,Hg,80
40,0.15,1.909,1.036,Hg,80
41,0.2,0.9456,0.5661,Hg,80
42,0.3,0.3834,0.2342,Hg,80
43,0.4,0.2224,0.1304,Hg,80
44,0.5,0.1555,0.08711,Hg,80
45,0.6,0.121,0.06536,Hg,80
46,0.8,0.08679,0.04493,Hg,80
47,1.0,0.06993,0.03563,Hg,80
48,1.25,0.05814,0.02936,Hg,80
49,1.5,0.05179,0.02605,Hg,80
50,2.0,0.04575,0.02339,Hg,80
51,3.0,0.04207,0.02307,Hg,80
52,4.0,0.04172,0.02436,Hg,80
53,5.0,0.04246,0.02586,Hg,80
54,6.0,0.04362,0.0273,Hg,80
55,8.0,0.04643,0.02975,Hg,80
56,10.0,0.04937,0.03165,Hg,80
57,15.0,0.05613,0.0346,Hg,80
58,20.0,0.06154,0.03576,Hg,80
0,0.001,5008.0,4995.0,Tl,81
1,0.0015,2259.0,2247.0,Tl,81
2,0.002,1231.0,1219.0,Tl,81
3,0.0023893,835.2,824.0,Tl,81
4,0.0023893,1136.0,1115.0,Tl,81
5,0.00243673,1582.0,1546.0,Tl,81
6,0.0024851,2049.0,1999.0,Tl,81
7,0.0024851,2364.0,2303.0,Tl,81
8,0.00271062,2207.0,2150.0,Tl,81
9,0.0029566,1958.0,1910.0,Tl,81
10,0.0029566,2267.0,2210.0,Tl,81
11,0.003,2188.0,2135.0,Tl,81
12,0.0034157,1591.0,1553.0,Tl,81
13,0.0034157,1687.0,1647.0,Tl,81
14,0.00355698,1530.0,1495.0,Tl,81
15,0.0037041,1392.0,1360.0,Tl,81
16,0.0037041,1452.0,1419.0,Tl,81
17,0.004,1212.0,1185.0,Tl,81
18,0.005,706.8,690.0,Tl,81
19,0.006,451.8,439.8,Tl,81
20,0.008,220.8,213.1,Tl,81
21,0.01,126.0,120.2,Tl,81
22,0.0126575,69.57,65.21,Tl,81
23,0.0126575,169.3,135.7,Tl,81
24,0.0136396,147.3,112.6,Tl,81
25,0.0146979,113.9,93.56,Tl,81
26,0.0146979,157.2,120.7,Tl,81
27,0.015,149.7,115.4,Tl,81
28,0.0153467,141.6,109.7,Tl,81
29,0.0153467,163.2,125.4,Tl,81
30,0.02,83.61,67.61,Tl,81
31,0.03,29.29,24.67,Tl,81
32,0.04,13.85,11.73,Tl,81
33,0.05,7.751,6.513,Tl,81
34,0.06,4.838,4.003,Tl,81
35,0.08,2.332,1.844,Tl,81
36,0.0855304,1.976,1.539,Tl,81
37,0.0855304,8.046,2.264,Tl,81
38,0.1,5.398,2.007,Tl,81
39,0.15,1.957,1.044,Tl,81
40,0.2,0.9696,0.5753,Tl,81
41,0.3,0.3923,0.2393,Tl,81
42,0.4,0.2267,0.1334,Tl,81
43,0.5,0.158,0.08897,Tl,81
44,0.6,0.1226,0.06661,Tl,81
45,0.8,0.08751,0.04557,Tl,81
46,1.0,0.07031,0.036,Tl,81
47,1.25,0.05832,0.02955,Tl,81
48,1.5,0.05187,0.02616,Tl,81
49,2.0,0.04581,0.02345,Tl,81
50,3.0,0.0421,0.02309,Tl,81
51,4.0,0.04175,0.02437,Tl,81
52,5.0,0.04248,0.02587,Tl,81
53,6.0,0.04366,0.02731,Tl,81
54,8.0,0.04647,0.02975,Tl,81
55,10.0,0.04943,0.03167,Tl,81
56,15.0,0.05622,0.03463,Tl,81
57,20.0,0.06162,0.03578,Tl,81
0,0.001,5210.0,5197.0,Pb,82
1,0.0015,2356.0,2344.0,Pb,82
2,0.002,1285.0,1274.0,Pb,82
3,0.002484,800.6,789.5,Pb,82
4,0.002484,1397.0,1366.0,Pb,82
5,0.00253429,1726.0,1682.0,Pb,82
6,0.0025856,1944.0,1895.0,Pb,82
7,0.0025856,2458.0,2390.0,Pb,82
8,0.003,1965.0,1913.0,Pb,82
9,0.0030664,1857.0,1808.0,Pb,82
10,0.0030664,2146.0,2090.0,Pb,82
11,0.0033013,1796.0,1748.0,Pb,82
12,0.0035542,1496.0,1459.0,Pb,82
13,0.0035542,1585.0,1546.0,Pb,82
14,0.00369948,1442.0,1405.0,Pb,82
15,0.0038507,1311.0,1279.0,Pb,82
16,0.0038507,1368.0,1335.0,Pb,82
17,0.004,1251.0,1221.0,Pb,82
18,0.005,730.4,712.4,Pb,82
19,0.006,467.2,454.6,Pb,82
20,0.008,228.7,220.7,Pb,82
21,0.01,130.6,124.7,Pb,82
22,0.0130352,67.01,62.7,Pb,82
23,0.0130352,162.1,129.1,Pb,82
24,0.015,111.6,91.0,Pb,82
25,0.0152,107.8,88.07,Pb,82
26,0.0152,148.5,113.1,Pb,82
27,0.0155269,141.6,108.3,Pb,82
28,0.0158608,134.4,103.2,Pb,82
29,0.0158608,154.8,118.0,Pb,82
30,0.02,86.36,68.99,Pb,82
31,0.03,30.32,25.36,Pb,82
32,0.04,14.36,12.11,Pb,82
33,0.05,8.041,6.74,Pb,82
34,0.06,5.021,4.149,Pb,82
35,0.08,2.419,1.916,Pb,82
36,0.0880045,1.91,1.482,Pb,82
37,0.0880045,7.683,2.16,Pb,82
38,0.1,5.549,1.976,Pb,82
39,0.15,2.014,1.056,Pb,82
40,0.2,0.9985,0.587,Pb,82
41,0.3,0.4031,0.2455,Pb,82
42,0.4,0.2323,0.137,Pb,82
43,0.5,0.1614,0.09128,Pb,82
44,0.6,0.1248,0.06819,Pb,82
45,0.8,0.0887,0.04644,Pb,82
46,1.0,0.07102,0.03654,Pb,82
47,1.25,0.05876,0.02988,Pb,82
48,1.5,0.05222,0.0264,Pb,82
49,2.0,0.04606,0.0236,Pb,82
50,3.0,0.04234,0.02322,Pb,82
51,4.0,0.04197,0.02449,Pb,82
52,5.0,0.04272,0.026,Pb,82
53,6.0,0.04391,0.02744,Pb,82
54,8.0,0.04675,0.02989,Pb,82
55,10.0,0.04972,0.03181,Pb,82
56,15.0,0.05658,0.03478,Pb,82
57,20.0,0.06206,0.03595,Pb,82
0,0.001,5441.0,5427.0,Bi,83
1,0.0015,2468.0,2455.0,Bi,83
2,0.002,1348.0,1336.0,Bi,83
3,0.0025796,772.4,761.2,Bi,83
4,0.0025796,1777.0,1731.0,Bi,83
5,0.00263305,1850.0,1799.0,Bi,83
6,0.0026876,1852.0,1802.0,Bi,83
7,0.0026876,2576.0,2500.0,Bi,83
8,0.003,2053.0,1996.0,Bi,83
9,0.0031769,1774.0,1725.0,Bi,83
10,0.0031769,2048.0,1992.0,Bi,83
11,0.00342677,1707.0,1659.0,Bi,83
12,0.0036963,1415.0,1378.0,Bi,83
13,0.0036963,1498.0,1460.0,Bi,83
14,0.00384472,1366.0,1329.0,Bi,83
15,0.0039991,1243.0,1211.0,Bi,83
16,0.0039991,1297.0,1264.0,Bi,83
17,0.004,1296.0,1263.0,Bi,83
18,0.005,758.0,738.6,Bi,83
19,0.006,485.5,472.1,Bi,83
20,0.008,237.8,229.5,Bi,83
21,0.01,136.0,129.8,Bi,83
22,0.0134186,64.91,60.64,Bi,83
23,0.0134186,156.0,123.4,Bi,83
24,0.015,116.0,93.58,Bi,83
25,0.0157111,102.7,83.46,Bi,83
26,0.0157111,141.6,106.9,Bi,83
27,0.0160457,135.1,102.4,Bi,83
28,0.0163875,128.2,97.69,Bi,83
29,0.0163875,147.8,111.6,Bi,83
30,0.02,89.52,70.6,Bi,83
31,0.03,31.52,26.17,Bi,83
32,0.04,14.95,12.55,Bi,83
33,0.05,8.379,7.004,Bi,83
34,0.06,5.233,4.32,Bi,83
35,0.08,2.522,1.999,Bi,83
36,0.0905259,1.856,1.434,Bi,83
37,0.0905259,7.38,2.073,Bi,83
38,0.1,5.739,1.951,Bi,83
39,0.15,2.082,1.071,Bi,83
40,0.2,1.033,0.6014,Bi,83
41,0.3,0.4163,0.2532,Bi,83
42,0.4,0.2391,0.1414,Bi,83
43,0.5,0.1656,0.09411,Bi,83
44,0.6,0.1277,0.07017,Bi,83
45,0.8,0.09036,0.04758,Bi,83
46,1.0,0.07214,0.0373,Bi,83
47,1.25,0.05955,0.03039,Bi,83
48,1.5,0.05285,0.02678,Bi,83
49,2.0,0.04659,0.02389,Bi,83
50,3.0,0.04279,0.02347,Bi,83
51,4.0,0.04242,0.02475,Bi,83
52,5.0,0.04317,0.02626,Bi,83
53,6.0,0.04437,0.02772,Bi,83
54,8.0,0.04725,0.0302,Bi,83
55,10.0,0.05025,0.03213,Bi,83
56,15.0,0.05721,0.03514,Bi,83
57,20.0,0.06276,0.03632,Bi,83
0,0.001,5724.0,5710.0,Po,84
1,0.0015,2604.0,2591.0,Po,84
2,0.002,1423.0,1411.0,Po,84
3,0.002683,748.2,736.9,Po,84
4,0.002683,2206.0,2142.0,Po,84
5,0.0027399,1941.0,1884.0,Po,84
6,0.002798,1775.0,1726.0,Po,84
7,0.002798,2711.0,2625.0,Po,84
8,0.003,2155.0,2090.0,Po,84
9,0.0033019,1693.0,1645.0,Po,84
10,0.0033019,1956.0,1900.0,Po,84
11,0.00356733,1622.0,1576.0,Po,84
12,0.0038541,1339.0,1303.0,Po,84
13,0.0038541,1419.0,1381.0,Po,84
14,0.004,1299.0,1264.0,Po,84
15,0.0041494,1190.0,1158.0,Po,84
16,0.0041494,1242.0,1209.0,Po,84
17,0.005,793.1,772.1,Po,84
18,0.006,508.5,494.2,Po,84
19,0.008,249.4,240.6,Po,84
20,0.01,142.7,136.3,Po,84
21,0.0138138,63.37,59.1,Po,84
22,0.0138138,151.3,118.9,Po,84
23,0.015,121.9,97.28,Po,84
24,0.0162443,98.49,79.65,Po,84
25,0.0162443,136.1,101.9,Po,84
26,0.0165882,129.7,97.55,Po,84
27,0.0169393,123.2,93.08,Po,84
28,0.0169393,142.0,106.3,Po,84
29,0.02,93.52,72.78,Po,84
30,0.03,33.03,27.21,Po,84
31,0.04,15.69,13.11,Po,84
32,0.05,8.802,7.334,Po,84
33,0.06,5.499,4.532,Po,84
34,0.08,2.649,2.103,Po,84
35,0.093105,1.82,1.4,Po,84
36,0.093105,7.14,2.005,Po,84
37,0.1,5.991,1.936,Po,84
38,0.15,2.17,1.095,Po,84
39,0.2,1.078,0.6207,Po,84
40,0.3,0.4335,0.263,Po,84
41,0.4,0.2483,0.1471,Po,84
42,0.5,0.1714,0.09781,Po,84
43,0.6,0.1318,0.07281,Po,84
44,0.8,0.09286,0.04916,Po,84
45,1.0,0.07391,0.03839,Po,84
46,1.25,0.06087,0.03117,Po,84
47,1.5,0.05394,0.0274,Po,84
48,2.0,0.04749,0.02438,Po,84
49,3.0,0.04362,0.02392,Po,84
50,4.0,0.04323,0.02521,Po,84
51,5.0,0.04399,0.02674,Po,84
52,6.0,0.04522,0.02822,Po,84
53,8.0,0.04816,0.03074,Po,84
54,10.0,0.05124,0.03271,Po,84
55,15.0,0.05835,0.03577,Po,84
56,20.0,0.06398,0.03694,Po,84
0,0.001,5868.0,5854.0,At,85
1,0.00102078,5651.0,5637.0,At,85
2,0.001042,5435.0,5420.0,At,85
3,0.001042,5551.0,5537.0,At,85
4,0.0015,2731.0,2717.0,At,85
5,0.002,1495.0,1482.0,At,85
6,0.0027867,722.5,711.2,At,85
7,0.0027867,2431.0,2355.0,At,85
8,0.00284705,1928.0,1869.0,At,85
9,0.0029087,1686.0,1638.0,At,85
10,0.0029087,2763.0,2671.0,At,85
11,0.003,2250.0,2178.0,At,85
12,0.003426,1614.0,1566.0,At,85
13,0.003426,1866.0,1811.0,At,85
14,0.004,1275.0,1240.0,At,85
15,0.004008,1269.0,1233.0,At,85
16,0.004008,1345.0,1308.0,At,85
17,0.00415963,1234.0,1196.0,At,85
18,0.004317,1126.0,1095.0,At,85
19,0.004317,1175.0,1142.0,At,85
20,0.005,825.1,802.5,At,85
21,0.006,529.9,514.6,At,85
22,0.008,260.1,250.9,At,85
23,0.01,149.0,142.3,At,85
24,0.0142135,61.62,57.38,At,85
25,0.0142135,146.1,114.0,At,85
26,0.015,127.9,100.8,At,85
27,0.0167847,94.17,75.76,At,85
28,0.0167847,130.2,96.7,At,85
29,0.0171352,133.8,92.64,At,85
30,0.017493,118.1,88.47,At,85
31,0.017493,136.0,101.0,At,85
32,0.02,97.04,74.46,At,85
33,0.03,34.42,28.12,At,85
34,0.04,16.38,13.61,At,85
35,0.05,9.196,7.637,At,85
36,0.06,5.748,4.729,At,85
37,0.08,2.769,2.2,At,85
38,0.0957299,1.777,1.361,At,85
39,0.0957299,6.895,1.935,At,85
40,0.1,6.174,1.897,At,85
41,0.15,2.249,1.112,At,85
42,0.2,1.118,0.6369,At,85
43,0.3,0.4491,0.2718,At,85
44,0.4,0.2565,0.1522,At,85
45,0.5,0.1765,0.1012,At,85
46,0.6,0.1354,0.07517,At,85
47,0.8,0.09495,0.05055,At,85
48,1.0,0.07538,0.03934,At,85
49,1.25,0.06189,0.03181,At,85
50,1.5,0.05479,0.02791,At,85
51,2.0,0.04821,0.02478,At,85
52,3.0,0.04424,0.02427,At,85
53,4.0,0.04383,0.02556,At,85
54,5.0,0.04461,0.0271,At,85
55,6.0,0.04585,0.02859,At,85
56,8.0,0.04883,0.03113,At,85
57,10.0,0.05195,0.03311,At,85
58,15.0,0.05918,0.03619,At,85
59,20.0,0.06493,0.03739,At,85
0,0.001,5826.0,5812.0,Rn,86
1,0.00104738,5354.0,5340.0,Rn,86
2,0.001097,4909.0,4895.0,Rn,86
3,0.001097,5013.0,5000.0,Rn,86
4,0.0015,2719.0,2706.0,Rn,86
5,0.002,1490.0,1478.0,Rn,86
6,0.0028924,663.4,652.6,Rn,86
7,0.0028924,2319.0,2243.0,Rn,86
8,0.003,1554.0,1507.0,Rn,86
9,0.0030215,1524.0,1479.0,Rn,86
10,0.0030215,2470.0,2384.0,Rn,86
11,0.00326957,1867.0,1804.0,Rn,86
12,0.003538,1479.0,1433.0,Rn,86
13,0.003538,1710.0,1657.0,Rn,86
14,0.004,1266.0,1229.0,Rn,86
15,0.004159,1148.0,1115.0,Rn,86
16,0.004159,1217.0,1182.0,Rn,86
17,0.00431748,1112.0,1080.0,Rn,86
18,0.004482,1017.0,987.7,Rn,86
19,0.004482,1061.0,1031.0,Rn,86
20,0.005,816.3,793.1,Rn,86
21,0.006,524.0,508.5,Rn,86
22,0.008,257.7,248.5,Rn,86
23,0.01,147.7,141.1,Rn,86
24,0.0146194,56.97,52.96,Rn,86
25,0.0146194,134.4,104.2,Rn,86
26,0.015,125.9,98.07,Rn,86
27,0.0173371,85.57,68.51,Rn,86
28,0.0173371,118.5,87.24,Rn,86
29,0.0176895,122.5,83.66,Rn,86
30,0.018049,107.7,80.02,Rn,86
31,0.018049,124.1,91.3,Rn,86
32,0.02,95.63,72.31,Rn,86
33,0.03,34.08,27.6,Rn,86
34,0.04,16.24,13.42,Rn,86
35,0.05,9.125,7.552,Rn,86
36,0.06,5.706,4.686,Rn,86
37,0.08,2.749,2.185,Rn,86
38,0.098404,1.649,1.258,Rn,86
39,0.098404,6.371,1.779,Rn,86
40,0.1,6.086,1.766,Rn,86
41,0.15,2.215,1.073,Rn,86
42,0.2,1.101,0.6204,Rn,86
43,0.3,0.442,0.2668,Rn,86
44,0.4,0.2518,0.1496,Rn,86
45,0.5,0.1728,0.09941,Rn,86
46,0.6,0.1322,0.07377,Rn,86
47,0.8,0.0923,0.04942,Rn,86
48,1.0,0.07303,0.03832,Rn,86
49,1.25,0.05984,0.03089,Rn,86
50,1.5,0.0529,0.02704,Rn,86
51,2.0,0.04649,0.02396,Rn,86
52,3.0,0.04264,0.02344,Rn,86
53,4.0,0.04224,0.02469,Rn,86
54,5.0,0.04298,0.0262,Rn,86
55,6.0,0.04418,0.02766,Rn,86
56,8.0,0.04705,0.03016,Rn,86
57,10.0,0.05007,0.03216,Rn,86
58,15.0,0.05704,0.03534,Rn,86
59,20.0,0.0626,0.0367,Rn,86
0,0.001,6238.0,6224.0,Fr,87
1,0.00107378,5356.0,5342.0,Fr,87
2,0.001153,4673.0,4659.0,Fr,87
3,0.001153,4772.0,4758.0,Fr,87
4,0.0015,2846.0,2833.0,Fr,87
5,0.002,1562.0,1549.0,Fr,87
6,0.0029999,641.4,630.6,Fr,87
7,0.0029999,1995.0,1929.0,Fr,87
8,0.003,1994.0,1928.0,Fr,87
9,0.0031362,1449.0,1405.0,Fr,87
10,0.0031362,2255.0,2175.0,Fr,87
11,0.00338938,1761.0,1700.0,Fr,87
12,0.003663,1415.0,1370.0,Fr,87
13,0.003663,1641.0,1588.0,Fr,87
14,0.004,1322.0,1281.0,Fr,87
15,0.004327,1086.0,1053.0,Fr,87
16,0.004327,1153.0,1118.0,Fr,87
17,0.00448656,1059.0,1023.0,Fr,87
18,0.004652,966.6,937.7,Fr,87
19,0.004652,1008.0,978.0,Fr,87
20,0.005,848.9,823.8,Fr,87
21,0.006,545.1,528.5,Fr,87
22,0.008,268.4,258.8,Fr,87
23,0.01,153.9,147.1,Fr,87
24,0.015,55.73,51.74,Fr,87
25,0.0150312,55.44,51.46,Fr,87
26,0.0150312,130.4,100.3,Fr,87
27,0.016406,103.1,80.86,Fr,87
28,0.0179065,81.84,65.21,Fr,87
29,0.0179065,113.7,82.99,Fr,87
30,0.0182691,117.9,79.47,Fr,87
31,0.018639,103.1,76.02,Fr,87
32,0.018639,118.7,86.66,Fr,87
33,0.02,99.33,73.95,Fr,87
34,0.03,35.5,28.49,Fr,87
35,0.04,16.94,13.91,Fr,87
36,0.05,9.525,7.851,Fr,87
37,0.06,5.959,4.881,Fr,87
38,0.08,2.871,2.283,Fr,87
39,0.1,1.655,1.261,Fr,87
40,0.101137,1.61,1.224,Fr,87
41,0.101137,6.089,1.71,Fr,87
42,0.15,2.295,1.087,Fr,87
43,0.2,1.141,0.6351,Fr,87
44,0.3,0.4577,0.275,Fr,87
45,0.4,0.2601,0.1542,Fr,87
46,0.5,0.178,0.1025,Fr,87
47,0.6,0.1358,0.07597,Fr,87
48,0.8,0.09444,0.05067,Fr,87
49,1.0,0.0745,0.0392,Fr,87
50,1.25,0.06087,0.03151,Fr,87
51,1.5,0.05376,0.02752,Fr,87
52,2.0,0.04721,0.02432,Fr,87
53,3.0,0.04324,0.02372,Fr,87
54,4.0,0.04283,0.02495,Fr,87
55,5.0,0.04358,0.02644,Fr,87
56,6.0,0.04479,0.02788,Fr,87
57,8.0,0.04769,0.03033,Fr,87
58,10.0,0.05077,0.03227,Fr,87
59,15.0,0.05786,0.03525,Fr,87
60,20.0,0.0635,0.03641,Fr,87
0,0.001,6201.0,6187.0,Ra,88
1,0.0010284,5895.0,5881.0,Ra,88
2,0.0010576,5602.0,5588.0,Ra,88
3,0.0010576,5683.0,5669.0,Ra,88
4,0.00113049,5019.0,5005.0,Ra,88
5,0.0012084,4424.0,4411.0,Ra,88
6,0.0012084,4516.0,4502.0,Ra,88
7,0.0015,2950.0,2937.0,Ra,88
8,0.002,1620.0,1608.0,Ra,88
9,0.003,666.4,655.5,Ra,88
10,0.0031049,616.9,606.1,Ra,88
11,0.0031049,1715.0,1657.0,Ra,88
12,0.00317584,1506.0,1457.0,Ra,88
13,0.0032484,1374.0,1331.0,Ra,88
14,0.0032484,2039.0,1965.0,Ra,88
15,0.0035096,1647.0,1587.0,Ra,88
16,0.0037918,1342.0,1297.0,Ra,88
17,0.0037918,1558.0,1506.0,Ra,88
18,0.004,1367.0,1322.0,Ra,88
19,0.0044895,1024.0,991.7,Ra,88
20,0.0044895,1086.0,1052.0,Ra,88
21,0.00465278,999.5,964.3,Ra,88
22,0.004822,912.9,884.6,Ra,88
23,0.004822,952.2,922.8,Ra,88
24,0.005,874.1,847.2,Ra,88
25,0.006,561.3,543.8,Ra,88
26,0.008,276.9,266.9,Ra,88
27,0.01,158.9,151.9,Ra,88
28,0.015,57.6,53.53,Ra,88
29,0.0154444,53.55,49.62,Ra,88
30,0.0154444,125.3,95.81,Ra,88
31,0.0168961,98.39,76.77,Ra,88
32,0.0184843,77.66,61.6,Ra,88
33,0.0184843,108.1,78.35,Ra,88
34,0.0188568,112.6,75.0,Ra,88
35,0.0192367,97.99,71.75,Ra,88
36,0.0192367,112.8,81.72,Ra,88
37,0.02,102.3,74.96,Ra,88
38,0.03,36.64,29.13,Ra,88
39,0.04,17.5,14.29,Ra,88
40,0.05,9.85,8.088,Ra,88
41,0.06,6.166,5.039,Ra,88
42,0.08,2.971,2.363,Ra,88
43,0.1,1.712,1.308,Ra,88
44,0.103922,1.56,1.181,Ra,88
45,0.103922,5.826,1.638,Ra,88
46,0.15,2.355,1.091,Ra,88
47,0.2,1.172,0.644,Ra,88
48,0.3,0.4696,0.2811,Ra,88
49,0.4,0.2662,0.158,Ra,88
50,0.5,0.1817,0.105,Ra,88
51,0.6,0.1383,0.07772,Ra,88
52,0.8,0.09579,0.05165,Ra,88
53,1.0,0.07535,0.03983,Ra,88
54,1.25,0.06141,0.03191,Ra,88
55,1.5,0.05415,0.02779,Ra,88
56,2.0,0.04751,0.02452,Ra,88
57,3.0,0.04348,0.02387,Ra,88
58,4.0,0.04304,0.02509,Ra,88
59,5.0,0.04379,0.02658,Ra,88
60,6.0,0.045,0.02802,Ra,88
61,8.0,0.04793,0.0305,Ra,88
62,10.0,0.05102,0.03245,Ra,88
63,15.0,0.05815,0.03549,Ra,88
64,20.0,0.06383,0.03668,Ra,88
0,0.001,6469.0,6455.0,Ac,89
1,0.00103923,6034.0,6020.0,Ac,89
2,0.00108,5622.0,5608.0,Ac,89
3,0.00108,5702.0,5688.0,Ac,89
4,0.00117069,4905.0,4891.0,Ac,89
5,0.001269,4203.0,4190.0,Ac,89
6,0.001269,4289.0,4275.0,Ac,89
7,0.0015,3082.0,3069.0,Ac,89
8,0.002,1696.0,1683.0,Ac,89
9,0.003,698.1,687.0,Ac,89
10,0.003219,595.9,585.1,Ac,89
11,0.003219,1537.0,1485.0,Ac,89
12,0.00329373,1404.0,1358.0,Ac,89
13,0.0033702,1307.0,1264.0,Ac,89
14,0.0033702,1892.0,1822.0,Ac,89
15,0.00362962,1564.0,1508.0,Ac,89
16,0.003909,1296.0,1252.0,Ac,89
17,0.003909,1504.0,1453.0,Ac,89
18,0.004,1426.0,1377.0,Ac,89
19,0.004656,974.5,942.8,Ac,89
20,0.004656,1034.0,1000.0,Ac,89
21,0.005,868.7,840.8,Ac,89
22,0.005002,867.8,839.9,Ac,89
23,0.005002,905.1,876.1,Ac,89
24,0.006,582.9,564.1,Ac,89
25,0.008,287.8,277.3,Ac,89
26,0.01,165.3,158.0,Ac,89
27,0.015,60.02,55.83,Ac,89
28,0.015871,52.13,48.23,Ac,89
29,0.015871,121.4,92.24,Ac,89
30,0.0174031,104.2,73.5,Ac,89
31,0.0190832,74.26,58.65,Ac,89
32,0.0190832,103.6,74.48,Ac,89
33,0.0194579,107.9,71.33,Ac,89
34,0.01984,94.03,68.31,Ac,89
35,0.01984,108.2,77.74,Ac,89
36,0.02,106.2,76.45,Ac,89
37,0.03,38.11,30.0,Ac,89
38,0.04,18.23,14.79,Ac,89
39,0.05,10.27,8.396,Ac,89
40,0.06,6.433,5.242,Ac,89
41,0.08,3.1,2.465,Ac,89
42,0.1,1.786,1.367,Ac,89
43,0.106756,1.525,1.15,Ac,89
44,0.106756,5.622,1.582,Ac,89
45,0.15,2.434,1.1,Ac,89
